InvoiceNo,CustomerID,InvoiceDate,month,weekday,hour,Country,quantity,order_value
78565333,12375.0,"2019-09-02 14:23:00",9,0,14,Finland,86,7224.42
78566425,16458.0,"2019-09-12 14:22:00",9,3,14,DE,106,15859.60
78567203,16080.0,"2019-09-19 10:42:00",9,3,10,DE,62,16428.70
78536409,17908.0,"2018-12-01 11:45:00",12,5,11,DE,173,25527.84
78537159,14527.0,"2018-12-05 13:17:00",12,2,13,DE,60,4677.82
78537265,15919.0,"2018-12-06 11:26:00",12,3,11,DE,242,23737.28
78539464,17913.0,"2018-12-19 11:35:00",12,2,11,DE,98,7025.79
78539588,14527.0,"2018-12-20 13:11:00",12,3,13,DE,24,2545.38
78541971,,"2019-01-24 13:48:00",1,3,13,DE,200,36410.15
78542109,,"2019-01-25 13:44:00",1,4,13,DE,461,35812.59
78542536,,"2019-01-28 13:37:00",1,0,13,DE,332,22878.79
78543546,,"2019-02-09 16:52:00",2,5,16,DE,401,32559.18
78544406,16726.0,"2019-02-18 13:26:00",2,0,13,DE,310,16652.80
78545713,,"2019-03-07 10:11:00",3,3,10,DE,1365,95447.10
78560777,,"2019-07-21 09:30:00",7,6,9,DE,58,3666.37
78564336,12748.0,"2019-08-24 14:28:00",8,5,14,DE,71,37574.72
78568567,,"2019-09-27 18:41:00",9,4,18,DE,1223,99651.92
78568991,18204.0,"2019-09-29 16:44:00",9,6,16,DE,288,19696.48
78570871,,"2019-10-12 16:36:00",10,5,16,DE,672,59292.66
78572312,15022.0,"2019-10-23 15:47:00",10,2,15,DE,237,29605.42
78574074,,"2019-11-02 15:33:00",11,5,15,DE,862,102013.82
78574561,,"2019-11-04 15:52:00",11,0,15,DE,942,99090.80
78578847,,"2019-11-25 17:31:00",11,0,17,DE,1,89.33
78579146,16347.0,"2019-11-28 13:14:00",11,3,13,DE,190,29474.64
78580611,12748.0,"2019-12-05 11:49:00",12,3,11,DE,284,20572.39
78549177,,"2019-04-06 17:32:00",4,5,17,DE,9,89.46
78547867,13357.0,"2019-03-27 13:56:00",3,2,13,DE,322,29454.36
78543019,17912.0,"2019-02-02 14:25:00",2,5,14,DE,4,757.08
78544206,,"2019-02-17 10:33:00",2,6,10,DE,104,10247.32
78545696,15696.0,"2019-03-06 14:21:00",3,2,14,DE,112,8251.45
78553385,16710.0,"2019-05-16 15:53:00",5,3,15,DE,375,32475.97
78557642,,"2019-06-21 16:35:00",6,4,16,DE,64,4114.50
78559938,17315.0,"2019-07-14 10:15:00",7,6,10,DE,35,5004.58
78540945,16554.0,"2019-01-12 12:41:00",1,5,12,DE,1,89.58
78560920,15370.0,"2019-07-21 18:36:00",7,6,18,DE,149,5715.78
78571294,16987.0,"2019-10-16 16:09:00",10,2,16,DE,114,12881.12
78575972,14499.0,"2019-11-13 13:01:00",11,2,13,DE,310,35528.88
78576615,17231.0,"2019-11-15 16:42:00",11,4,16,DE,222,22426.43
78578250,15901.0,"2019-11-23 12:43:00",11,5,12,DE,56,4335.33
78537608,15024.0,"2018-12-07 13:20:00",12,4,13,DE,233,21183.87
78538807,17194.0,"2018-12-14 12:06:00",12,4,12,DE,118,7384.82
78538183,16265.0,"2018-12-10 10:21:00",12,0,10,DE,279,25197.51
78572678,13182.0,"2019-10-25 13:46:00",10,4,13,DE,201,24848.32
78569573,17511.0,"2019-10-05 10:11:00",10,5,10,DE,2085,400802.55
78581004,16539.0,"2019-12-07 08:41:00",12,5,8,DE,56,1528.44
78543919,13157.0,"2019-02-14 14:03:00",2,3,14,DE,190,6953.90
78578119,17769.0,"2019-11-23 10:09:00",11,5,10,DE,32,5196.16
78547844,15045.0,"2019-03-27 11:44:00",3,2,11,DE,38,11741.78
78565220,13437.0,"2019-09-01 18:20:00",9,6,18,DE,49,6924.10
78539292,16539.0,"2018-12-16 16:42:00",12,6,16,DE,54,2627.54
78542864,13802.0,"2019-02-01 12:03:00",2,4,12,DE,690,99123.54
78544129,13199.0,"2019-02-16 11:54:00",2,5,11,DE,135,15714.36
78546153,13538.0,"2019-03-10 07:42:00",3,6,7,DE,50,2849.10
78551730,16539.0,"2019-05-04 09:52:00",5,5,9,DE,66,3517.66
78536378,14688.0,"2018-12-01 09:37:00",12,5,9,DE,454,32558.84
78537462,17228.0,"2018-12-07 10:06:00",12,4,10,DE,89,1641.59
78537683,12921.0,"2018-12-08 10:14:00",12,5,10,DE,240,20791.85
78540413,15194.0,"2019-01-07 10:29:00",1,0,10,DE,208,14072.95
78540700,12393.0,"2019-01-11 09:47:00",1,4,9,Australia,238,18004.58
78540907,13488.0,"2019-01-12 11:52:00",1,5,11,DE,766,70211.93
78541569,13520.0,"2019-01-19 12:14:00",1,5,12,Switzerland,316,19974.08
78541995,13158.0,"2019-01-25 09:58:00",1,4,9,DE,135,4476.77
78543174,16938.0,"2019-02-04 09:34:00",2,0,9,DE,120,11452.74
78543519,17083.0,"2019-02-09 11:38:00",2,5,11,DE,372,17515.16
78544317,18138.0,"2019-02-17 14:51:00",2,6,14,DE,38,3955.15
78544476,14796.0,"2019-02-21 09:58:00",2,3,9,DE,240,20771.32
78544350,17389.0,"2019-02-18 10:07:00",2,0,10,DE,12,179.88
78560302,14397.0,"2019-07-18 10:43:00",7,3,10,DE,6,89.94
78567826,12877.0,"2019-09-22 13:05:00",9,6,13,DE,117,5566.03
78569901,12923.0,"2019-10-06 16:20:00",10,6,16,DE,69,2379.32
78576557,14714.0,"2019-11-15 13:07:00",11,4,13,DE,229,5069.20
78580402,13536.0,"2019-12-04 11:55:00",12,2,11,DE,334,56767.23
78550185,17142.0,"2019-04-14 18:22:00",4,6,18,DE,81,8021.10
78556249,15681.0,"2019-06-09 16:34:00",6,6,16,DE,6,89.94
78546657,17816.0,"2019-03-15 14:20:00",3,4,14,DE,6,89.94
78545161,16187.0,"2019-02-28 13:34:00",2,3,13,DE,124,5356.56
78552240,13723.0,"2019-05-06 17:04:00",5,0,17,DE,43,1451.34
78556431,,"2019-06-10 13:24:00",6,0,13,DE,3,159.93
78539715,,"2018-12-21 12:46:00",12,4,12,DE,1,89.95
78544177,13001.0,"2019-02-16 14:27:00",2,5,14,DE,945,134443.80
78545899,17817.0,"2019-03-07 17:30:00",3,3,17,DE,25,805.38
78559018,18203.0,"2019-07-05 13:07:00",7,4,13,DE,43,2313.29
78560277,15467.0,"2019-07-17 15:24:00",7,2,15,DE,54,3943.10
78575919,15311.0,"2019-11-11 17:00:00",11,0,17,DE,2683,238138.79
78543294,17849.0,"2019-02-07 11:39:00",2,3,11,DE,15,2360.44
78555234,14515.0,"2019-06-01 12:54:00",6,5,12,DE,194,12351.94
78557024,,"2019-06-16 13:05:00",6,6,13,DE,14,719.93
78547525,,"2019-03-23 15:04:00",3,5,15,DE,3,89.97
78556519,16794.0,"2019-06-13 10:54:00",6,3,10,DE,2,89.98
78570119,12748.0,"2019-10-07 12:45:00",10,0,12,DE,2,89.98
78562135,,"2019-08-03 09:50:00",8,5,9,DE,1,89.99
78572239,,"2019-10-21 15:15:00",10,0,15,DE,1,89.99
78575675,18283.0,"2019-11-10 15:07:00",11,6,15,DE,1,89.99
78577038,14796.0,"2019-11-17 13:30:00",11,6,13,DE,346,33487.47
78539472,15581.0,"2018-12-19 14:23:00",12,2,14,DE,20,1011.95
78537679,,"2018-12-08 10:05:00",12,5,10,DE,24,813.76
78538096,,"2018-12-09 14:55:00",12,6,14,DE,3,118.47
78541248,12748.0,"2019-01-16 13:04:00",1,2,13,DE,7,313.27
78548322,,"2019-03-30 13:00:00",3,5,13,DE,5,584.75
78537225,12748.0,"2018-12-05 16:41:00",12,2,16,DE,316,27190.58
78538040,16520.0,"2018-12-09 13:08:00",12,6,13,DE,217,35077.81
78538419,16367.0,"2018-12-12 12:01:00",12,2,12,DE,90,3719.24
78538814,15983.0,"2018-12-14 12:30:00",12,4,12,DE,140,18972.02
78543482,17881.0,"2019-02-08 17:16:00",2,4,17,DE,32,866.33
78543535,17537.0,"2019-02-09 13:37:00",2,5,13,DE,370,28349.88
78546393,,"2019-03-11 14:21:00",3,0,14,DE,1,89.99
78547669,12748.0,"2019-03-24 13:37:00",3,6,13,DE,126,9236.82
78549830,17811.0,"2019-04-12 13:01:00",4,4,13,DE,57,4836.53
78555279,16348.0,"2019-06-01 17:42:00",6,5,17,DE,66,6199.90
78555631,18118.0,"2019-06-06 12:06:00",6,3,12,DE,85,5786.41
78557268,13097.0,"2019-06-19 11:26:00",6,2,11,DE,303,31612.15
78557780,,"2019-06-22 15:15:00",6,5,15,DE,11,395.37
78562551,17231.0,"2019-08-05 16:19:00",8,0,16,DE,131,9200.19
78566291,12965.0,"2019-09-11 15:31:00",9,2,15,DE,282,20800.85
78546831,13199.0,"2019-03-17 12:15:00",3,6,12,DE,388,27025.84
78556924,,"2019-06-15 14:14:00",6,5,14,France,127,8372.51
78543988,14849.0,"2019-02-15 09:50:00",2,4,9,DE,6,90.00
78546029,15206.0,"2019-03-09 08:59:00",3,5,8,DE,6,90.00
78556885,18073.0,"2019-06-15 12:32:00",6,5,12,DE,6,90.00
78549441,17162.0,"2019-04-08 12:43:00",4,0,12,DE,2,90.12
78553501,17504.0,"2019-05-17 12:59:00",5,4,12,DE,2,90.12
78581023,,"2019-12-07 10:35:00",12,5,10,DE,765,59174.65
78574910,16348.0,"2019-11-07 15:44:00",11,3,15,DE,158,7357.05
78580586,,"2019-12-05 10:34:00",12,3,10,DE,4,91.20
78537594,12647.0,"2018-12-07 12:28:00",12,4,12,UK,150,9655.58
78537775,17722.0,"2018-12-08 12:41:00",12,5,12,DE,525,95765.72
78539636,12481.0,"2018-12-20 15:15:00",12,3,15,UK,228,6188.00
78542233,13098.0,"2019-01-26 13:46:00",1,5,13,DE,211,16078.37
78542506,16523.0,"2019-01-28 12:06:00",1,0,12,DE,160,11276.30
78542628,14426.0,"2019-01-31 09:55:00",1,3,9,DE,9,287.47
78542648,12476.0,"2019-01-31 11:46:00",1,3,11,UK,126,15399.65
78542891,16705.0,"2019-02-01 13:26:00",2,4,13,DE,1184,105918.16
78542933,14411.0,"2019-02-02 10:56:00",2,5,10,DE,196,21669.88
78542934,13093.0,"2019-02-02 11:01:00",2,5,11,DE,385,38852.54
78543117,12464.0,"2019-02-03 13:30:00",2,6,13,Belgium,18,496.74
78552275,16523.0,"2019-05-08 12:31:00",5,2,12,DE,4,91.52
78553022,18172.0,"2019-05-12 19:23:00",5,6,19,DE,4,91.52
78553535,,"2019-05-17 15:17:00",5,4,15,Ireland,428,50730.42
78554286,17686.0,"2019-05-23 14:16:00",5,3,14,DE,97,18273.07
78554579,18229.0,"2019-05-25 10:56:00",5,5,10,DE,92,4552.14
78555731,16655.0,"2019-06-07 07:49:00",6,4,7,DE,139,7595.75
78556517,12481.0,"2019-06-13 10:52:00",6,3,10,UK,412,16501.56
78558866,,"2019-07-04 12:40:00",7,3,12,Ireland,4,91.52
78564481,12464.0,"2019-08-25 13:33:00",8,6,13,Belgium,11,392.29
78567623,17415.0,"2019-09-21 12:50:00",9,5,12,DE,114,16282.10
78569082,18229.0,"2019-09-30 11:55:00",9,0,11,DE,130,11583.36
78569848,16316.0,"2019-10-06 13:48:00",10,6,13,DE,299,20426.98
78571058,13853.0,"2019-10-13 14:18:00",10,6,14,DE,312,53425.64
78573356,15251.0,"2019-10-30 12:43:00",10,2,12,DE,139,3181.25
78574899,14426.0,"2019-11-07 15:10:00",11,3,15,DE,119,7127.61
78577087,12464.0,"2019-11-17 15:55:00",11,6,15,Belgium,8,320.32
78577314,12444.0,"2019-11-18 13:23:00",11,0,13,Norway,236,23877.88
78577316,12578.0,"2019-11-18 13:30:00",11,0,13,Italy,441,48668.86
78580151,17811.0,"2019-12-02 10:21:00",12,0,10,DE,77,3256.32
78574710,15427.0,"2019-11-06 14:17:00",11,2,14,DE,253,27695.47
78576784,16204.0,"2019-11-16 13:40:00",11,5,13,DE,231,13550.86
78581378,17673.0,"2019-12-08 12:50:00",12,6,12,DE,93,6894.05
78553218,13408.0,"2019-05-16 09:54:00",5,3,9,DE,30,2791.62
78567888,17079.0,"2019-09-22 15:34:00",9,6,15,DE,24,4879.80
78572716,,"2019-10-25 14:46:00",10,4,14,DE,2,91.96
78547057,14217.0,"2019-03-20 12:28:00",3,2,12,DE,63,2958.35
78571183,14796.0,"2019-10-14 11:08:00",10,0,11,DE,457,40523.88
78577095,15867.0,"2019-11-17 16:39:00",11,6,16,DE,191,17175.32
78547039,14560.0,"2019-03-20 10:51:00",3,2,10,DE,10,267.90
78538050,12748.0,"2018-12-09 13:22:00",12,6,13,DE,2,91.98
78557010,14289.0,"2019-06-16 11:48:00",6,6,11,DE,38,1876.60
78536862,,"2018-12-03 11:13:00",12,0,11,DE,150,18551.05
78537042,13838.0,"2018-12-05 10:45:00",12,2,10,DE,83,8372.89
78538592,15854.0,"2018-12-13 11:47:00",12,3,11,DE,92,6776.12
78539642,15867.0,"2018-12-20 15:35:00",12,3,15,DE,142,7451.57
78550197,15581.0,"2019-04-15 10:14:00",4,0,10,DE,8,423.84
78555348,15184.0,"2019-06-02 12:06:00",6,6,12,DE,73,13431.15
78557643,,"2019-06-21 16:36:00",6,4,16,DE,62,4936.76
78558116,,"2019-06-27 09:11:00",6,3,9,DE,148,10210.15
78569099,17961.0,"2019-09-30 12:12:00",9,0,12,DE,1,91.99
78556330,17797.0,"2019-06-10 11:29:00",6,0,11,DE,249,25842.01
78539754,12748.0,"2018-12-21 16:06:00",12,4,16,DE,20,2333.28
78540523,13069.0,"2019-01-09 12:51:00",1,2,12,DE,250,21615.83
78540540,17218.0,"2019-01-09 15:10:00",1,2,15,DE,47,5918.99
78545048,14810.0,"2019-02-27 11:48:00",2,2,11,DE,87,10622.26
78546108,15529.0,"2019-03-09 12:35:00",3,5,12,DE,329,43441.75
78557746,15059.0,"2019-06-22 12:24:00",6,5,12,DE,75,4875.30
78559876,15752.0,"2019-07-13 11:09:00",7,5,11,DE,210,25019.84
78568428,14419.0,"2019-09-27 11:27:00",9,4,11,DE,120,13772.80
78568919,12937.0,"2019-09-29 14:38:00",9,6,14,DE,253,38182.62
78569866,12757.0,"2019-10-06 14:50:00",10,6,14,Portugal,1045,92419.45
78578262,18283.0,"2019-11-23 13:27:00",11,5,13,DE,251,18856.72
78580162,12856.0,"2019-12-02 10:52:00",12,0,10,DE,126,10664.77
78580914,14871.0,"2019-12-06 13:42:00",12,4,13,DE,71,12623.63
78537471,14344.0,"2018-12-07 10:51:00",12,4,10,DE,3,92.97
78538857,15311.0,"2018-12-14 13:58:00",12,4,13,DE,63,5758.40
78542849,,"2019-02-01 11:35:00",2,4,11,DE,20,1528.19
78557884,17759.0,"2019-06-23 13:35:00",6,6,13,DE,72,3165.82
78561630,14527.0,"2019-07-28 14:16:00",7,6,14,DE,5,132.79
78563843,17811.0,"2019-08-19 14:02:00",8,0,14,DE,57,3890.83
78579612,15024.0,"2019-11-30 12:06:00",11,5,12,DE,1,92.99
78567661,13959.0,"2019-09-21 15:06:00",9,5,15,DE,159,15232.42
78560250,14659.0,"2019-07-17 12:31:00",7,2,12,DE,117,11566.96
78567176,15533.0,"2019-09-18 13:40:00",9,2,13,DE,33,2481.15
78569929,,"2019-10-06 17:50:00",10,6,17,DE,2,93.50
78540473,17284.0,"2019-01-07 14:31:00",1,0,14,DE,571,90809.95
78550817,17946.0,"2019-04-20 17:00:00",4,5,17,DE,66,3924.64
78553351,18118.0,"2019-05-16 13:35:00",5,3,13,DE,176,14590.25
78568413,14818.0,"2019-09-27 11:01:00",9,4,11,DE,122,13124.01
78551424,12748.0,"2019-04-28 14:34:00",4,6,14,DE,1,93.99
78541696,,"2019-01-20 18:08:00",1,6,18,DE,1038,105188.33
78545464,,"2019-03-03 09:10:00",3,6,9,DE,434,69254.14
78570195,14825.0,"2019-10-07 15:38:00",10,0,15,DE,65,15982.85
78580093,12971.0,"2019-12-01 14:41:00",12,6,14,DE,18,2073.96
78546750,14543.0,"2019-03-16 12:44:00",3,5,12,DE,12,94.68
78569144,17227.0,"2019-09-30 15:14:00",9,0,15,DE,111,10321.52
78540375,,"2019-01-06 17:26:00",1,6,17,DE,1,95.00
78552167,18227.0,"2019-05-06 12:23:00",5,0,12,DE,21,602.78
78571297,16987.0,"2019-10-16 16:25:00",10,2,16,DE,1,95.00
78573337,17018.0,"2019-10-30 11:42:00",10,2,11,DE,116,8143.28
78575978,15903.0,"2019-11-13 13:27:00",11,2,13,DE,138,18079.66
78537419,13495.0,"2018-12-06 15:14:00",12,3,15,DE,209,25632.07
78557292,17562.0,"2019-06-19 13:06:00",6,2,13,DE,366,33435.24
78564023,17562.0,"2019-08-22 12:16:00",8,3,12,DE,70,1045.88
78566723,15804.0,"2019-09-14 13:02:00",9,5,13,DE,79,2746.89
78552865,,"2019-05-11 17:16:00",5,5,17,DE,48,5042.03
78566269,17864.0,"2019-09-11 13:39:00",9,2,13,DE,380,28243.17
78550136,16957.0,"2019-04-14 13:56:00",4,6,13,DE,108,4414.46
78547927,,"2019-03-28 13:59:00",3,3,13,DE,5,95.40
78553227,14211.0,"2019-05-16 10:46:00",5,3,10,DE,28,1561.46
78540247,15464.0,"2019-01-05 15:56:00",1,5,15,DE,350,25870.42
78537059,14813.0,"2018-12-05 11:54:00",12,2,11,DE,59,4450.97
78545587,14796.0,"2019-03-04 09:46:00",3,0,9,DE,222,19739.89
78549958,17589.0,"2019-04-13 13:47:00",4,5,13,DE,446,54963.45
78551057,16942.0,"2019-04-26 11:59:00",4,4,11,DE,138,13799.35
78552304,12748.0,"2019-05-08 15:15:00",5,2,15,DE,138,6030.33
78552967,16006.0,"2019-05-12 13:12:00",5,6,13,DE,84,13814.91
78558731,13285.0,"2019-07-01 14:53:00",7,0,14,DE,540,44387.98
78559990,13319.0,"2019-07-14 12:22:00",7,6,12,DE,46,4635.54
78561066,16710.0,"2019-07-24 14:21:00",7,2,14,DE,296,24315.60
78564436,17841.0,"2019-08-25 12:06:00",8,6,12,DE,169,11169.33
78567135,,"2019-09-16 14:23:00",9,0,14,DE,12,95.88
78572101,16705.0,"2019-10-20 15:47:00",10,6,15,DE,102,5926.30
78566870,13658.0,"2019-09-15 13:21:00",9,6,13,DE,84,2964.24
78560725,16186.0,"2019-07-20 13:56:00",7,5,13,DE,54,833.34
78567874,13055.0,"2019-09-22 14:26:00",9,6,14,DE,36,599.52
78554120,16592.0,"2019-05-22 15:28:00",5,2,15,DE,30,3786.30
78561602,16951.0,"2019-07-28 12:05:00",7,6,12,DE,12,95.88
78551425,,"2019-04-28 14:36:00",4,6,14,DE,12,95.88
78569557,14936.0,"2019-10-05 08:52:00",10,5,8,"Channel Islands",4,95.92
78565410,14691.0,"2019-09-04 11:17:00",9,2,11,DE,302,22110.32
78565515,17491.0,"2019-09-05 11:51:00",9,3,11,DE,213,11790.45
78566192,14915.0,"2019-09-09 13:34:00",9,0,13,DE,36,9888.70
78566195,12433.0,"2019-09-09 13:44:00",9,0,13,Norway,1849,150162.25
78566204,14628.0,"2019-09-09 14:58:00",9,0,14,DE,162,31849.32
78566239,14665.0,"2019-09-11 11:26:00",9,2,11,DE,234,14754.00
78566443,17071.0,"2019-09-12 15:31:00",9,3,15,DE,144,18455.84
78566621,15845.0,"2019-09-14 09:22:00",9,5,9,DE,283,27092.73
78566950,17594.0,"2019-09-15 16:34:00",9,6,16,DE,330,29141.20
78566980,15498.0,"2019-09-16 09:56:00",9,0,9,DE,176,12566.48
78567097,13323.0,"2019-09-16 13:23:00",9,0,13,DE,26,1549.06
78567524,15696.0,"2019-09-21 08:55:00",9,5,8,DE,77,12141.19
78567638,17865.0,"2019-09-21 13:58:00",9,5,13,DE,16,231.84
78567865,17311.0,"2019-09-22 14:11:00",9,6,14,DE,595,45033.60
78569363,13297.0,"2019-10-03 15:08:00",10,3,15,DE,618,65979.80
78569401,15111.0,"2019-10-04 08:56:00",10,4,8,DE,456,73244.18
78569531,12695.0,"2019-10-04 15:02:00",10,4,15,France,34,736.72
78569853,13771.0,"2019-10-06 14:18:00",10,6,14,DE,176,7033.64
78570252,14665.0,"2019-10-10 09:14:00",10,3,9,DE,238,14873.96
78570273,13373.0,"2019-10-10 10:51:00",10,3,10,DE,707,64456.31
78570964,12766.0,"2019-10-13 11:50:00",10,6,11,Portugal,884,86915.32
78571121,18228.0,"2019-10-14 09:21:00",10,0,9,DE,97,4745.39
78571629,13362.0,"2019-10-18 11:18:00",10,4,11,DE,289,15945.97
78571662,14861.0,"2019-10-18 12:54:00",10,4,12,DE,117,4064.67
78571672,13880.0,"2019-10-18 13:15:00",10,4,13,DE,154,7775.84
78571675,13700.0,"2019-10-18 13:26:00",10,4,13,DE,148,9553.16
78572077,15807.0,"2019-10-20 14:09:00",10,6,14,DE,48,6810.72
78573374,14755.0,"2019-10-30 13:39:00",10,2,13,DE,167,23853.11
78574873,16362.0,"2019-11-07 13:01:00",11,3,13,DE,115,14732.22
78575700,15111.0,"2019-11-10 16:58:00",11,6,16,DE,148,19570.47
78575877,14907.0,"2019-11-11 13:25:00",11,0,13,DE,116,12149.52
78576904,14931.0,"2019-11-17 09:25:00",11,6,9,"Channel Islands",78,10728.34
78576924,17419.0,"2019-11-17 10:53:00",11,6,10,DE,201,11983.28
78577162,13323.0,"2019-11-18 10:24:00",11,0,10,DE,30,6400.48
78578059,13940.0,"2019-11-22 15:15:00",11,4,15,DE,140,9211.48
78578121,14547.0,"2019-11-23 10:23:00",11,5,10,DE,247,34248.15
78579158,17188.0,"2019-11-28 13:53:00",11,3,13,DE,140,7283.80
78580095,14135.0,"2019-12-01 14:54:00",12,6,14,DE,68,17874.76
78580660,16592.0,"2019-12-05 13:49:00",12,3,13,DE,608,61776.16
78580883,16979.0,"2019-12-06 12:21:00",12,4,12,DE,58,6734.42
78580939,14907.0,"2019-12-06 14:14:00",12,4,14,DE,268,20317.30
78581516,14422.0,"2019-12-09 11:26:00",12,0,11,DE,179,12084.77
78556238,13397.0,"2019-06-09 15:35:00",6,6,15,DE,109,9891.36
78564474,14180.0,"2019-08-25 12:46:00",8,6,12,DE,15,241.05
78566196,14180.0,"2019-09-09 13:47:00",9,0,13,DE,16,236.84
78538663,15159.0,"2018-12-13 15:45:00",12,3,15,DE,8,181.06
78557213,15021.0,"2019-06-17 12:16:00",6,0,12,DE,119,13813.69
78566705,13552.0,"2019-09-14 11:53:00",9,5,11,DE,162,11214.82
78560569,12480.0,"2019-07-19 14:04:00",7,4,14,UK,331,50007.66
78571409,14911.0,"2019-10-17 12:25:00",10,3,12,Ireland,599,39277.82
78576928,14102.0,"2019-11-17 11:04:00",11,6,11,DE,131,23727.53
78538885,,"2018-12-14 15:58:00",12,4,15,DE,3,95.97
78540161,16719.0,"2019-01-05 11:52:00",1,5,11,DE,148,8948.21
78544336,13230.0,"2019-02-17 19:36:00",2,6,19,DE,110,11142.48
78546648,,"2019-03-15 14:15:00",3,4,14,DE,405,31518.06
78552065,16729.0,"2019-05-06 11:20:00",5,0,11,DE,88,9757.85
78552713,,"2019-05-11 09:06:00",5,5,9,DE,5,333.97
78555511,17708.0,"2019-06-05 10:12:00",6,2,10,DE,58,6225.85
78556426,16729.0,"2019-06-10 13:18:00",6,0,13,DE,145,18218.06
78557938,,"2019-06-23 15:35:00",6,6,15,DE,376,38647.28
78562468,16928.0,"2019-08-05 11:52:00",8,0,11,DE,100,15452.13
78553843,12553.0,"2019-05-19 12:29:00",5,6,12,France,126,12019.56
78562467,13513.0,"2019-08-05 11:50:00",8,0,11,DE,109,6447.11
78546312,,"2019-03-10 18:13:00",3,6,18,DE,1,95.99
78547865,,"2019-03-27 13:15:00",3,2,13,DE,1,95.99
78538689,13050.0,"2018-12-14 09:52:00",12,4,9,DE,146,5015.92
78539497,12944.0,"2018-12-20 10:41:00",12,3,10,DE,145,3960.25
78540345,14299.0,"2019-01-06 13:19:00",1,6,13,DE,130,23357.90
78543934,12993.0,"2019-02-14 14:29:00",2,3,14,DE,64,3893.43
78544306,13085.0,"2019-02-17 13:57:00",2,6,13,DE,172,11285.10
78545151,16668.0,"2019-02-28 12:46:00",2,3,12,DE,84,910.32
78547714,15815.0,"2019-03-25 08:43:00",3,0,8,DE,252,38597.54
78562490,14720.0,"2019-08-05 12:06:00",8,0,12,DE,40,6506.08
78563260,16668.0,"2019-08-15 12:22:00",8,3,12,DE,84,4763.28
78565454,17410.0,"2019-09-04 16:08:00",9,2,16,DE,49,3457.70
78569631,13483.0,"2019-10-05 11:53:00",10,5,11,DE,160,11058.20
78575189,13029.0,"2019-11-09 09:13:00",11,5,9,DE,42,3305.70
78578672,16668.0,"2019-11-24 17:43:00",11,6,17,DE,60,7943.52
78579407,13657.0,"2019-11-29 12:32:00",11,4,12,DE,77,7716.68
78552644,15063.0,"2019-05-10 13:25:00",5,4,13,DE,56,2295.16
78555266,15611.0,"2019-06-01 16:12:00",6,5,16,DE,12,2850.62
78556205,15827.0,"2019-06-09 13:37:00",6,6,13,DE,94,3856.94
78560906,15827.0,"2019-07-21 17:55:00",7,6,17,DE,52,7302.24
78561597,12853.0,"2019-07-28 11:26:00",7,6,11,DE,32,1743.86
78562882,12384.0,"2019-08-10 11:23:00",8,5,11,Switzerland,60,14718.91
78564538,13408.0,"2019-08-25 15:21:00",8,6,15,DE,304,37862.22
78566759,16210.0,"2019-09-14 16:29:00",9,5,16,DE,182,41577.68
78570676,14640.0,"2019-10-11 15:10:00",10,4,15,DE,107,10603.48
78570840,13468.0,"2019-10-12 14:10:00",10,5,14,DE,22,616.48
78573392,15376.0,"2019-10-30 15:04:00",10,2,15,DE,82,3972.01
78576616,14853.0,"2019-11-15 16:56:00",11,4,16,DE,48,12224.38
78577610,15373.0,"2019-11-21 09:55:00",11,3,9,DE,82,10070.12
78576052,15787.0,"2019-11-13 14:48:00",11,2,14,DE,195,20584.83
78546425,16983.0,"2019-03-13 13:36:00",3,2,13,DE,187,32666.26
78558880,12921.0,"2019-07-04 14:08:00",7,3,14,DE,8,2766.72
78558886,13267.0,"2019-07-04 15:13:00",7,3,15,DE,22,312.54
78558994,13854.0,"2019-07-05 11:58:00",7,4,11,DE,98,24085.88
78559332,14021.0,"2019-07-07 15:46:00",7,6,15,DE,40,731.16
78559982,12915.0,"2019-07-14 11:34:00",7,6,11,DE,52,4370.06
78560256,14462.0,"2019-07-17 13:24:00",7,2,13,DE,68,7392.02
78561952,12949.0,"2019-08-01 13:02:00",8,3,13,DE,28,324.48
78563080,15955.0,"2019-08-11 16:32:00",8,6,16,DE,10,426.66
78563382,18221.0,"2019-08-16 10:50:00",8,4,10,DE,145,10191.62
78564720,15095.0,"2019-08-28 12:00:00",8,2,12,DE,4,96.72
78568707,14911.0,"2019-09-28 15:33:00",9,5,15,Ireland,16,216.60
78580105,17675.0,"2019-12-01 15:24:00",12,6,15,DE,198,18110.71
78581572,16705.0,"2019-12-09 12:08:00",12,0,12,DE,60,1053.76
78548657,12748.0,"2019-04-01 14:07:00",4,0,14,DE,1,96.98
78564636,17146.0,"2019-08-26 12:44:00",8,0,12,DE,4,224.74
78579187,,"2019-11-28 15:31:00",11,3,15,DE,1402,146514.24
78569766,14849.0,"2019-10-06 11:24:00",10,6,11,DE,370,28759.05
78571312,12474.0,"2019-10-17 10:42:00",10,3,10,UK,476,38141.07
78571683,15140.0,"2019-10-18 14:07:00",10,4,14,DE,108,15590.72
78574484,14388.0,"2019-11-04 12:50:00",11,0,12,DE,350,54265.75
78574952,13924.0,"2019-11-08 09:47:00",11,4,9,DE,123,17941.38
78579283,13883.0,"2019-11-29 10:45:00",11,4,10,DE,532,37873.22
78539143,14849.0,"2018-12-16 11:35:00",12,6,11,DE,11,954.54
78539268,13534.0,"2018-12-16 15:24:00",12,6,15,DE,6,815.58
