InvoiceNo,InvoiceDate,CustomerID,Country,sum_order,orders,average_order
78572909,"2019-10-26 15:48:00",15821.0,DE,15031.97,2,7515.99
78556048,"2019-06-08 13:00:00",15609.0,DE,15036.26,1,15036.26
78548151,"2019-03-29 12:57:00",13803.0,DE,15060.13,1,15060.13
78544900,"2019-02-24 12:41:00",15121.0,DE,15073.04,2,7536.52
78567291,"2019-09-19 11:55:00",12527.0,UK,15079.40,3,5026.47
78580504,"2019-12-04 13:32:00",17936.0,DE,15089.77,1,15089.77
78539723,"2018-12-21 13:49:00",14737.0,DE,15098.65,3,5032.88
78572122,"2019-10-21 08:24:00",15969.0,DE,15154.14,3,5051.38
78537440,"2018-12-06 17:16:00",17869.0,DE,15161.25,5,3032.25
78545588,"2019-03-04 10:03:00",13382.0,DE,15199.67,1,15199.67
78547049,"2019-03-20 11:56:00",17134.0,DE,15208.00,2,7604.00
78568588,"2019-09-28 10:18:00",14109.0,DE,15217.96,1,15217.96
78574940,"2019-11-07 17:21:00",14929.0,DE,15221.84,1,15221.84
78564713,"2019-08-28 10:43:00",16768.0,DE,15249.77,3,5083.26
78544574,"2019-02-21 13:51:00",12365.0,Cyprus,15256.77,2,7628.38
78579990,"2019-12-01 11:20:00",14804.0,DE,15275.35,1,15275.35
78542731,"2019-01-31 15:27:00",13600.0,DE,15294.48,1,15294.48
78552969,"2019-05-12 13:37:00",14021.0,DE,15296.33,3,5098.78
78561648,"2019-07-28 15:21:00",15746.0,DE,15306.73,1,15306.73
78556040,"2019-06-08 12:42:00",14622.0,DE,15310.47,1,15310.47
78565542,"2019-09-05 12:06:00",16820.0,DE,15316.23,1,15316.23
78536607,"2018-12-02 09:29:00",17732.0,DE,15326.52,1,15326.52
78571903,"2019-10-19 14:40:00",15754.0,DE,15335.15,3,5111.72
78574100,"2019-11-03 10:13:00",14098.0,DE,15341.93,1,15341.93
78566864,"2019-09-15 12:51:00",17786.0,DE,15344.29,2,7672.15
78547092,"2019-03-21 08:18:00",16619.0,DE,15360.95,1,15360.95
78571197,"2019-10-14 12:08:00",16413.0,DE,15362.07,1,15362.07
78555396,"2019-06-02 17:23:00",16529.0,DE,15364.00,1,15364.00
78561382,"2019-07-26 17:27:00",16750.0,DE,15380.92,5,3076.18
78570724,"2019-10-12 11:22:00",12602.0,France,15396.30,1,15396.30
78565918,"2019-09-07 16:27:00",13249.0,DE,15397.32,3,5132.44
78571717,"2019-10-18 17:10:00",14381.0,DE,15402.38,1,15402.38
78558767,"2019-07-03 13:27:00",13833.0,DE,15435.65,1,15435.65
78549596,"2019-04-11 11:06:00",14339.0,DE,15445.58,1,15445.58
78570007,"2019-10-07 09:26:00",12519.0,UK,15465.32,1,15465.32
78546158,"2019-03-10 09:30:00",13899.0,DE,15504.38,2,7752.19
78563891,"2019-08-19 17:02:00",14500.0,DE,15518.17,3,5172.72
78572880,"2019-10-26 13:35:00",16415.0,DE,15518.82,1,15518.82
78548557,"2019-04-01 09:56:00",15018.0,DE,15530.17,3,5176.72
78546247,"2019-03-10 13:34:00",18086.0,DE,15531.12,1,15531.12
78542887,"2019-02-01 13:10:00",12373.0,Austria,15535.32,1,15535.32
78568902,"2019-09-29 13:23:00",13503.0,DE,15536.19,1,15536.19
78545327,"2019-03-01 15:16:00",13166.0,DE,15540.83,1,15540.83
78581192,"2019-12-07 17:05:00",15883.0,DE,15562.55,2,7781.27
78558701,"2019-07-01 12:34:00",16866.0,DE,15566.57,3,5188.86
78579754,"2019-11-30 14:52:00",17911.0,DE,15568.31,1,15568.31
78551967,"2019-05-05 13:19:00",16457.0,DE,15575.34,1,15575.34
78573425,"2019-10-31 10:05:00",16836.0,DE,15607.11,2,7803.55
78559509,"2019-07-08 15:25:00",15920.0,DE,15619.24,4,3904.81
78545573,"2019-03-03 16:58:00",15393.0,DE,15628.50,2,7814.25
78556954,"2019-06-16 08:38:00",15585.0,DE,15651.61,1,15651.61
78557307,"2019-06-19 14:56:00",14820.0,DE,15702.33,4,3925.58
78555003,"2019-05-31 09:36:00",12787.0,Netherlands,15702.70,3,5234.23
78574530,"2019-11-04 14:07:00",16887.0,DE,15708.27,1,15708.27
78569661,"2019-10-05 13:10:00",17483.0,DE,15715.30,3,5238.43
78539464,"2018-12-19 11:35:00",17913.0,DE,15718.70,2,7859.35
78549259,"2019-04-07 12:33:00",13712.0,DE,15728.82,1,15728.82
78542715,"2019-01-31 13:39:00",16403.0,DE,15728.92,1,15728.92
78578534,"2019-11-24 14:51:00",15725.0,DE,15739.03,1,15739.03
78559951,"2019-07-14 10:52:00",14847.0,DE,15759.08,1,15759.08
78536420,"2018-12-01 12:03:00",16583.0,DE,15828.26,1,15828.26
78557935,"2019-06-23 15:26:00",13929.0,DE,15847.82,2,7923.91
78579153,"2019-11-28 13:26:00",12660.0,France,15850.35,1,15850.35
78545708,"2019-03-07 09:39:00",14915.0,DE,15907.72,2,7953.86
78571511,"2019-10-17 16:04:00",15598.0,DE,15936.38,1,15936.38
78543456,"2019-02-08 12:41:00",15753.0,DE,15956.64,1,15956.64
78541989,"2019-01-25 08:21:00",13615.0,DE,15967.52,1,15967.52
78573769,"2019-11-01 10:04:00",13292.0,DE,15976.89,2,7988.44
78566277,"2019-09-11 14:01:00",16796.0,DE,15982.42,1,15982.42
78537896,"2018-12-09 10:33:00",18071.0,DE,16031.12,2,8015.56
78553239,"2019-05-16 11:31:00",16226.0,DE,16040.70,3,5346.90
78553408,"2019-05-17 09:13:00",13976.0,DE,16068.16,1,16068.16
78565124,"2019-09-01 12:09:00",12436.0,Norway,16075.64,1,16075.64
78579328,"2019-11-29 11:40:00",17711.0,DE,16139.48,2,8069.74
78569917,"2019-10-06 17:02:00",17453.0,DE,16146.34,2,8073.17
78567382,"2019-09-20 10:18:00",16215.0,DE,16160.62,1,16160.62
78552034,"2019-05-05 18:38:00",17578.0,DE,16182.42,1,16182.42
78563705,"2019-08-18 14:33:00",17736.0,DE,16205.57,3,5401.86
78548861,"2019-04-04 13:42:00",18185.0,DE,16214.41,1,16214.41
78569717,"2019-10-06 08:25:00",13845.0,DE,16220.02,1,16220.02
78540567,"2019-01-10 11:09:00",16850.0,DE,16241.96,1,16241.96
78572990,"2019-10-27 10:54:00",18276.0,DE,16246.18,1,16246.18
78555476,"2019-06-03 12:17:00",16593.0,DE,16246.30,3,5415.43
78567623,"2019-09-21 12:50:00",17415.0,DE,16282.10,1,16282.10
78560861,"2019-07-21 13:37:00",17660.0,DE,16299.60,1,16299.60
78542869,"2019-02-01 12:27:00",17035.0,DE,16318.75,2,8159.37
78579456,"2019-11-29 14:20:00",13428.0,DE,16336.67,1,16336.67
78574251,"2019-11-03 13:22:00",18205.0,DE,16338.63,2,8169.32
78547493,"2019-03-23 12:06:00",12818.0,Austria,16353.70,1,16353.70
78545237,"2019-03-01 10:38:00",15709.0,DE,16378.21,1,16378.21
78547826,"2019-03-25 15:08:00",18078.0,DE,16378.23,2,8189.11
78555101,"2019-05-31 13:45:00",13070.0,DE,16401.20,1,16401.20
78536569,"2018-12-01 15:35:00",16274.0,DE,16402.92,1,16402.92
78546237,"2019-03-10 12:50:00",16625.0,DE,16424.51,1,16424.51
78574098,"2019-11-03 10:03:00",16337.0,DE,16426.85,1,16426.85
78549125,"2019-04-06 14:13:00",14964.0,DE,16430.74,1,16430.74
78569714,"2019-10-05 17:28:00",18033.0,DE,16437.06,1,16437.06
78577537,"2019-11-20 14:17:00",14860.0,DE,16457.68,1,16457.68
78541525,"2019-01-19 10:51:00",14090.0,DE,16488.00,1,16488.00
78544170,"2019-02-16 14:01:00",16148.0,DE,16488.00,1,16488.00
78537360,"2018-12-06 12:31:00",18113.0,DE,16488.00,1,16488.00
78572852,"2019-10-26 12:24:00",12879.0,DE,16494.10,3,5498.03
78543161,"2019-02-03 17:01:00",14497.0,DE,16505.44,1,16505.44
78573262,"2019-10-28 12:33:00",16851.0,DE,16514.79,3,5504.93
78545059,"2019-02-27 13:04:00",14157.0,DE,16592.29,2,8296.14
78571282,"2019-10-16 13:24:00",15545.0,DE,16633.33,2,8316.67
78570000,"2019-10-07 08:55:00",12420.0,Cyprus,16664.26,1,16664.26
78552449,"2019-05-09 13:49:00",12355.0,Bahrain,16671.74,1,16671.74
78545300,"2019-03-01 12:24:00",15092.0,DE,16683.96,2,8341.98
78538635,"2018-12-13 13:32:00",17303.0,DE,16696.98,1,16696.98
78539324,"2018-12-16 19:51:00",14985.0,DE,16702.34,2,8351.17
78558996,"2019-07-05 12:11:00",13085.0,DE,16716.88,2,8358.44
78556961,"2019-06-16 09:34:00",16276.0,DE,16730.04,1,16730.04
78566273,"2019-09-11 13:56:00",14720.0,DE,16736.90,3,5578.97
78579149,"2019-11-28 13:21:00",13844.0,DE,16764.36,1,16764.36
78578533,"2019-11-24 14:42:00",17767.0,DE,16768.39,1,16768.39
78574529,"2019-11-04 14:06:00",17233.0,DE,16771.23,1,16771.23
78557509,"2019-06-20 16:18:00",15389.0,DE,16780.00,1,16780.00
78536856,"2018-12-03 10:26:00",13370.0,DE,16786.21,1,16786.21
78543245,"2019-02-04 14:08:00",16725.0,DE,16787.36,7,2398.19
78540481,"2019-01-07 15:42:00",16955.0,DE,16795.01,4,4198.75
78579677,"2019-11-30 13:14:00",13255.0,DE,16841.11,2,8420.55
78570118,"2019-10-07 12:44:00",13276.0,DE,16846.66,2,8423.33
78561702,"2019-07-29 10:58:00",15149.0,DE,16867.66,1,16867.66
78575627,"2019-11-10 13:28:00",17977.0,DE,16881.02,1,16881.02
78566288,"2019-09-11 15:18:00",12883.0,DE,16885.96,4,4221.49
78552952,"2019-05-12 12:10:00",13837.0,DE,16915.01,2,8457.51
78565835,"2019-09-07 11:32:00",14452.0,DE,16930.85,2,8465.42
78570184,"2019-10-07 14:46:00",14029.0,DE,16971.40,2,8485.70
78568327,"2019-09-26 14:02:00",15492.0,DE,16974.42,2,8487.21
78575856,"2019-11-11 12:28:00",16386.0,DE,17000.88,2,8500.44
78567104,"2019-09-16 13:33:00",15975.0,DE,17027.15,1,17027.15
78560034,"2019-07-14 13:35:00",13933.0,DE,17034.45,2,8517.22
78547690,"2019-03-24 14:56:00",16063.0,DE,17040.74,1,17040.74
78576539,"2019-11-15 12:43:00",13058.0,DE,17044.07,3,5681.36
78561244,"2019-07-26 11:24:00",13865.0,DE,17045.97,4,4261.49
78579256,"2019-11-29 08:07:00",13349.0,DE,17073.07,1,17073.07
78542634,"2019-01-31 10:42:00",15448.0,DE,17076.65,1,17076.65
78542599,"2019-01-30 11:01:00",17062.0,DE,17103.58,4,4275.90
78565932,"2019-09-08 10:35:00",16418.0,DE,17115.79,3,5705.26
78557875,"2019-06-23 13:09:00",13300.0,DE,17117.38,1,17117.38
78570001,"2019-10-07 09:10:00",14427.0,DE,17120.10,2,8560.05
78562427,"2019-08-04 17:19:00",17267.0,DE,17132.15,2,8566.07
78577514,"2019-11-20 13:00:00",16212.0,DE,17160.91,2,8580.45
78564554,"2019-08-25 19:39:00",17189.0,DE,17161.08,2,8580.54
78576628,"2019-11-16 08:28:00",13449.0,DE,17190.76,1,17190.76
78566616,"2019-09-14 08:35:00",12895.0,DE,17242.27,2,8621.13
78561518,"2019-07-27 15:20:00",15261.0,DE,17247.90,1,17247.90
78564038,"2019-08-22 12:32:00",16555.0,DE,17275.35,2,8637.67
78536707,"2018-12-02 12:33:00",12915.0,DE,17283.81,2,8641.90
78540512,"2019-01-09 11:39:00",17114.0,DE,17291.66,8,2161.46
78572314,"2019-10-23 15:59:00",17111.0,DE,17315.19,1,17315.19
78579526,"2019-11-30 08:38:00",18058.0,DE,17324.56,1,17324.56
78564719,"2019-08-28 11:55:00",15325.0,DE,17362.30,1,17362.30
78547492,"2019-03-23 12:06:00",12604.0,France,17367.60,2,8683.80
78568313,"2019-09-26 12:56:00",14908.0,DE,17375.74,1,17375.74
78569060,"2019-09-30 10:52:00",13954.0,DE,17384.62,2,8692.31
78546250,"2019-03-10 14:14:00",14350.0,DE,17409.46,1,17409.46
78563245,"2019-08-15 10:53:00",16272.0,DE,17420.04,1,17420.04
78536522,"2018-12-01 12:49:00",15012.0,DE,17424.53,2,8712.27
78540537,"2019-01-09 14:28:00",13565.0,DE,17450.36,2,8725.18
78557270,"2019-06-19 11:36:00",14162.0,DE,17481.67,2,8740.83
78576188,"2019-11-14 11:26:00",15168.0,DE,17499.54,1,17499.54
78567328,"2019-09-19 14:43:00",14356.0,DE,17511.98,2,8755.99
78554985,"2019-05-29 12:26:00",12426.0,UK,17513.70,1,17513.70
78543107,"2019-02-03 12:27:00",13800.0,DE,17518.54,1,17518.54
78547971,"2019-03-28 16:37:00",17917.0,DE,17550.74,3,5850.25
78547360,"2019-03-22 12:30:00",16135.0,DE,17565.83,1,17565.83
78557603,"2019-06-21 12:02:00",16526.0,DE,17589.31,1,17589.31
78580290,"2019-12-02 13:35:00",17221.0,DE,17598.82,2,8799.41
78542623,"2019-01-31 09:41:00",17239.0,DE,17606.05,1,17606.05
78550956,"2019-04-21 16:37:00",17179.0,DE,17649.73,3,5883.24
78572353,"2019-10-24 11:40:00",15215.0,DE,17655.93,3,5885.31
78546862,"2019-03-17 15:34:00",16216.0,DE,17691.85,1,17691.85
78578812,"2019-11-25 13:30:00",13332.0,DE,17701.99,1,17701.99
78553402,"2019-05-16 17:13:00",17898.0,DE,17702.20,2,8851.10
78574042,"2019-11-02 13:05:00",17947.0,DE,17712.48,1,17712.48
78569327,"2019-10-03 12:47:00",15091.0,DE,17712.70,1,17712.70
78573464,"2019-10-31 10:56:00",15667.0,DE,17755.44,1,17755.44
78580664,"2019-12-05 14:03:00",15097.0,DE,17759.63,1,17759.63
78576600,"2019-11-15 15:08:00",18181.0,DE,17786.95,1,17786.95
78571622,"2019-10-18 10:58:00",14798.0,DE,17802.52,3,5934.17
78575507,"2019-11-10 10:32:00",17197.0,DE,17826.22,1,17826.22
78548452,"2019-03-31 11:37:00",13060.0,DE,17841.29,1,17841.29
78571904,"2019-10-19 14:41:00",12522.0,UK,17843.36,2,8921.68
78547511,"2019-03-23 13:44:00",17411.0,DE,17868.70,3,5956.23
78552277,"2019-05-08 12:34:00",13642.0,DE,17886.87,1,17886.87
78543754,"2019-02-11 14:26:00",18159.0,DE,17890.37,1,17890.37
78550631,"2019-04-19 14:51:00",15225.0,DE,17895.32,1,17895.32
78563013,"2019-08-11 12:01:00",12993.0,DE,17930.59,4,4482.65
78553146,"2019-05-13 13:52:00",14873.0,DE,17966.13,1,17966.13
78543010,"2019-02-02 13:16:00",18250.0,DE,17971.43,1,17971.43
78550192,"2019-04-15 08:45:00",12582.0,Finland,17975.14,2,8987.57
78581358,"2019-12-08 12:30:00",17436.0,DE,17979.48,2,8989.74
78552951,"2019-05-12 12:05:00",14988.0,DE,17979.69,1,17979.69
78539212,"2018-12-16 12:20:00",17146.0,DE,17989.69,3,5996.56
78546984,"2019-03-18 12:35:00",15019.0,DE,17994.82,1,17994.82
78543037,"2019-02-02 16:01:00",12350.0,Norway,18002.00,1,18002.00
78543610,"2019-02-10 14:30:00",16425.0,DE,18030.04,1,18030.04
78580905,"2019-12-06 13:02:00",16313.0,DE,18044.44,2,9022.22
78571103,"2019-10-13 15:50:00",18160.0,DE,18049.84,2,9024.92
78566054,"2019-09-08 15:04:00",12592.0,UK,18050.88,2,9025.44
78580752,"2019-12-06 09:56:00",12478.0,Greece,18053.62,1,18053.62
78559806,"2019-07-12 14:26:00",13311.0,DE,18054.61,2,9027.30
78577790,"2019-11-21 16:35:00",14198.0,DE,18069.45,4,4517.36
78559372,"2019-07-08 10:23:00",12461.0,Switzerland,18078.51,1,18078.51
78570794,"2019-10-12 12:10:00",14761.0,DE,18110.40,2,9055.20
78550504,"2019-04-18 15:43:00",16654.0,DE,18113.14,4,4528.29
78536538,"2018-12-01 13:54:00",14594.0,DE,18125.60,2,9062.80
78571053,"2019-10-13 13:53:00",12631.0,Finland,18136.42,1,18136.42
78555728,"2019-06-06 16:41:00",17252.0,DE,18139.13,2,9069.56
78559629,"2019-07-11 11:58:00",14690.0,DE,18155.03,2,9077.51
78579407,"2019-11-29 12:32:00",13657.0,DE,18234.02,2,9117.01
78546235,"2019-03-10 12:42:00",14976.0,DE,18256.96,6,3042.83
78547122,"2019-03-21 11:52:00",17678.0,DE,18304.36,1,18304.36
78549285,"2019-04-07 13:45:00",14981.0,DE,18317.89,1,18317.89
78546122,"2019-03-09 14:32:00",15581.0,DE,18336.15,13,1410.47
78553053,"2019-05-13 10:20:00",12857.0,DE,18356.78,2,9178.39
78552692,"2019-05-10 15:19:00",13990.0,DE,18378.44,1,18378.44
78564044,"2019-08-22 12:58:00",16952.0,DE,18417.91,2,9208.96
78575352,"2019-11-09 14:56:00",12504.0,UK,18435.31,2,9217.65
78552879,"2019-05-12 09:55:00",12976.0,DE,18444.54,1,18444.54
78557856,"2019-06-23 11:47:00",16647.0,DE,18445.10,2,9222.55
78555853,"2019-06-07 13:44:00",14375.0,DE,18453.35,1,18453.35
78566667,"2019-09-14 11:34:00",14660.0,DE,18469.04,2,9234.52
78562804,"2019-08-09 14:48:00",13355.0,DE,18480.57,1,18480.57
78566783,"2019-09-15 10:18:00",13539.0,DE,18493.96,3,6164.65
78558204,"2019-06-27 13:58:00",18193.0,DE,18494.40,1,18494.40
78575490,"2019-11-09 17:44:00",15031.0,DE,18519.08,4,4629.77
78568154,"2019-09-25 12:06:00",13787.0,DE,18569.73,2,9284.87
78556926,"2019-06-15 14:26:00",16324.0,DE,18573.32,3,6191.11
78554632,"2019-05-25 11:41:00",14287.0,DE,18622.09,3,6207.36
78572907,"2019-10-26 15:44:00",12827.0,DE,18625.86,3,6208.62
78578794,"2019-11-25 12:24:00",17232.0,DE,18631.92,2,9315.96
78546321,"2019-03-11 09:39:00",16475.0,DE,18634.35,4,4658.59
78558872,"2019-07-04 13:19:00",17464.0,DE,18634.93,1,18634.93
78574011,"2019-11-02 11:52:00",16884.0,DE,18645.87,2,9322.93
78575125,"2019-11-08 14:26:00",15043.0,DE,18670.00,1,18670.00
78537650,"2018-12-07 15:48:00",16125.0,DE,18693.47,1,18693.47
78566202,"2019-09-09 14:22:00",15652.0,DE,18702.86,1,18702.86
78536464,"2018-12-01 12:23:00",17968.0,DE,18743.72,1,18743.72
78570428,"2019-10-10 14:02:00",15553.0,DE,18750.89,1,18750.89
78571063,"2019-10-13 14:47:00",16430.0,DE,18764.97,1,18764.97
78547902,"2019-03-28 11:58:00",17765.0,DE,18775.18,3,6258.39
78548558,"2019-04-01 10:05:00",13626.0,DE,18822.43,1,18822.43
78539019,"2018-12-15 14:12:00",17551.0,DE,18823.71,1,18823.71
78566781,"2019-09-15 10:11:00",17333.0,DE,18826.98,1,18826.98
78573866,"2019-11-01 12:06:00",17495.0,DE,18840.03,2,9420.01
78571107,"2019-10-13 16:17:00",13858.0,DE,18840.21,1,18840.21
78554124,"2019-05-23 08:31:00",13339.0,DE,18857.61,1,18857.61
78562037,"2019-08-02 09:34:00",13023.0,DE,18890.80,2,9445.40
78539471,"2018-12-19 14:16:00",17358.0,DE,18901.01,2,9450.50
78576625,"2019-11-15 17:20:00",15571.0,DE,18946.77,4,4736.69
78544815,"2019-02-23 16:37:00",17171.0,DE,18959.86,1,18959.86
78574085,"2019-11-02 17:30:00",17432.0,DE,18965.51,2,9482.75
78578687,"2019-11-25 09:23:00",14703.0,DE,19001.83,1,19001.83
78561049,"2019-07-24 13:03:00",12864.0,DE,19004.40,1,19004.40
78552263,"2019-05-08 11:38:00",15561.0,DE,19023.61,4,4755.90
78545187,"2019-02-28 15:18:00",16427.0,DE,19036.04,2,9518.02
78564314,"2019-08-24 12:58:00",12695.0,France,19051.13,4,4762.78
78571465,"2019-10-17 14:29:00",14830.0,DE,19051.39,1,19051.39
78536573,"2018-12-01 15:45:00",17025.0,DE,19080.09,3,6360.03
78538199,"2018-12-10 11:02:00",14082.0,DE,19084.38,1,19084.38
78556462,"2019-06-12 10:46:00",14450.0,DE,19097.90,3,6365.97
78551159,"2019-04-26 15:02:00",16203.0,DE,19136.44,4,4784.11
78567886,"2019-09-22 15:18:00",12930.0,DE,19159.08,2,9579.54
78546545,"2019-03-14 15:48:00",16804.0,DE,19167.55,3,6389.18
78574075,"2019-11-02 15:33:00",16365.0,DE,19192.23,9,2132.47
78569799,"2019-10-06 11:47:00",13602.0,DE,19206.61,1,19206.61
78558247,"2019-06-27 16:46:00",14167.0,DE,19214.32,4,4803.58
78567173,"2019-09-18 13:29:00",16689.0,DE,19267.54,2,9633.77
78569530,"2019-10-04 14:58:00",17957.0,DE,19328.58,1,19328.58
78550885,"2019-04-21 11:59:00",16185.0,DE,19332.94,2,9666.47
78561241,"2019-07-26 11:00:00",13930.0,DE,19348.90,2,9674.45
78559872,"2019-07-13 11:00:00",16816.0,DE,19363.23,4,4840.81
78545073,"2019-02-28 09:26:00",14036.0,DE,19372.14,1,19372.14
78581428,"2019-12-08 15:37:00",13404.0,DE,19379.08,2,9689.54
78571265,"2019-10-16 11:31:00",16674.0,DE,19391.95,2,9695.97
78549559,"2019-04-10 13:25:00",12447.0,Belgium,19393.13,1,19393.13
78570225,"2019-10-09 13:15:00",16595.0,DE,19491.40,1,19491.40
78558455,"2019-06-29 13:58:00",14327.0,DE,19516.20,1,19516.20
78573315,"2019-10-28 17:27:00",17839.0,DE,19524.04,1,19524.04
78557311,"2019-06-19 15:36:00",15700.0,DE,19550.79,2,9775.40
78561904,"2019-08-01 08:30:00",17941.0,DE,19582.92,1,19582.92
78537595,"2018-12-07 12:29:00",13569.0,DE,19583.80,2,9791.90
78559056,"2019-07-06 09:15:00",14645.0,DE,19600.01,2,9800.00
78538810,"2018-12-14 12:18:00",14871.0,DE,19600.94,4,4900.24
78571064,"2019-10-13 14:48:00",17181.0,DE,19625.81,2,9812.90
78553200,"2019-05-15 15:14:00",16034.0,DE,19646.11,3,6548.70
78580396,"2019-12-04 11:00:00",13838.0,DE,19691.14,4,4922.79
78545050,"2019-02-27 11:57:00",15951.0,DE,19700.07,2,9850.03
78566326,"2019-09-12 12:11:00",16211.0,DE,19712.84,1,19712.84
78572811,"2019-10-26 11:14:00",16071.0,DE,19728.48,1,19728.48
78580996,"2019-12-06 17:18:00",14578.0,DE,19730.08,1,19730.08
78566399,"2019-09-12 13:11:00",16141.0,DE,19737.12,1,19737.12
78558056,"2019-06-24 14:54:00",15186.0,DE,19768.23,2,9884.12
78541987,"2019-01-24 16:05:00",14130.0,DE,19783.65,1,19783.65
78564539,"2019-08-25 15:22:00",12715.0,Sweden,19794.86,1,19794.86
78577125,"2019-11-17 18:43:00",12445.0,Spain,19801.44,1,19801.44
78580865,"2019-12-06 11:58:00",17914.0,DE,19842.10,1,19842.10
78563893,"2019-08-19 17:10:00",16330.0,DE,19877.43,3,6625.81
78574683,"2019-11-06 12:50:00",16372.0,DE,19889.56,2,9944.78
78559656,"2019-07-11 12:57:00",13675.0,DE,19896.04,2,9948.02
78558338,"2019-06-28 13:36:00",16824.0,DE,19926.69,2,9963.34
78554951,"2019-05-27 14:48:00",16323.0,DE,19950.00,1,19950.00
78545433,"2019-03-02 15:15:00",17923.0,DE,19950.00,1,19950.00
78577319,"2019-11-18 13:43:00",17301.0,DE,19965.83,1,19965.83
78548329,"2019-03-30 13:14:00",16584.0,DE,20056.98,2,10028.49
78572886,"2019-10-26 13:46:00",12448.0,Spain,20091.02,1,20091.02
78577049,"2019-11-17 13:58:00",17397.0,DE,20122.13,2,10061.07
78561632,"2019-07-28 14:30:00",15639.0,DE,20124.71,1,20124.71
78562130,"2019-08-03 09:13:00",12750.0,Poland,20132.51,1,20132.51
78539837,"2018-12-22 13:48:00",14532.0,DE,20167.36,4,5041.84
78557471,"2019-06-20 13:27:00",15825.0,DE,20167.60,1,20167.60
78579173,"2019-11-28 14:37:00",17359.0,DE,20193.45,1,20193.45
78573900,"2019-11-01 14:45:00",17668.0,DE,20210.49,2,10105.25
78542989,"2019-02-02 11:41:00",15226.0,DE,20273.06,1,20273.06
78552950,"2019-05-12 12:01:00",16116.0,DE,20284.39,1,20284.39
78563239,"2019-08-15 10:02:00",15048.0,DE,20287.09,4,5071.77
78549301,"2019-04-08 08:24:00",16643.0,DE,20296.92,1,20296.92
78580633,"2019-12-05 12:28:00",17579.0,DE,20301.41,3,6767.14
78536587,"2018-12-01 16:33:00",14142.0,DE,20301.63,1,20301.63
78554809,"2019-05-26 13:13:00",16838.0,DE,20355.48,2,10177.74
78581125,"2019-12-07 12:41:00",14087.0,DE,20378.41,1,20378.41
78561042,"2019-07-24 12:18:00",16305.0,DE,20399.12,1,20399.12
78541877,"2019-01-24 10:12:00",12559.0,UK,20414.40,2,10207.20
78549016,"2019-04-05 15:20:00",16696.0,DE,20462.76,4,5115.69
78552651,"2019-05-10 14:09:00",16431.0,DE,20497.77,3,6832.59
78541428,"2019-01-18 08:53:00",14242.0,DE,20514.29,2,10257.15
78555410,"2019-06-03 09:30:00",16239.0,DE,20522.28,2,10261.14
78543641,"2019-02-10 17:19:00",14555.0,DE,20546.78,2,10273.39
78551883,"2019-05-05 09:15:00",13762.0,DE,20546.88,1,20546.88
78541011,"2019-01-13 11:26:00",15447.0,DE,20583.38,1,20583.38
78557681,"2019-06-22 10:31:00",14463.0,DE,20603.68,3,6867.89
78574290,"2019-11-03 15:18:00",17403.0,DE,20612.36,1,20612.36
78566427,"2019-09-12 14:24:00",17433.0,DE,20686.67,1,20686.67
78576321,"2019-11-14 14:59:00",14953.0,DE,20692.47,1,20692.47
78566477,"2019-09-13 09:03:00",14359.0,DE,20714.63,3,6904.88
78578954,"2019-11-27 15:02:00",15054.0,DE,20736.10,2,10368.05
78570022,"2019-10-07 10:21:00",14067.0,DE,20748.59,2,10374.29
78570208,"2019-10-09 10:23:00",16104.0,DE,20755.54,1,20755.54
78564639,"2019-08-26 12:55:00",18036.0,DE,20757.95,3,6919.32
78566291,"2019-09-11 15:31:00",12965.0,DE,20800.85,1,20800.85
78538037,"2018-12-09 13:05:00",17430.0,DE,20800.86,2,10400.43
78550723,"2019-04-20 11:19:00",17454.0,DE,20805.05,4,5201.26
78570426,"2019-10-10 13:55:00",13352.0,DE,20808.97,1,20808.97
78563836,"2019-08-19 12:56:00",15938.0,DE,20809.86,5,4161.97
78566972,"2019-09-16 09:13:00",16573.0,DE,20822.52,2,10411.26
78559680,"2019-07-11 14:47:00",12717.0,Greece,20831.52,2,10415.76
78545905,"2019-03-08 08:53:00",15234.0,DE,20842.04,1,20842.04
78539379,"2018-12-17 11:43:00",15780.0,DE,20902.53,3,6967.51
78560635,"2019-07-20 10:51:00",12521.0,UK,20907.59,1,20907.59
78566914,"2019-09-15 14:08:00",15466.0,DE,20938.48,1,20938.48
78539456,"2018-12-17 17:23:00",16885.0,DE,20945.63,3,6981.88
78554704,"2019-05-26 10:09:00",15658.0,DE,20950.33,5,4190.07
78555113,"2019-05-31 14:48:00",18190.0,DE,21026.24,2,10513.12
78550167,"2019-04-14 16:38:00",14206.0,DE,21042.76,1,21042.76
78540779,"2019-01-11 11:18:00",15346.0,DE,21117.97,1,21117.97
78546563,"2019-03-15 10:49:00",15047.0,DE,21118.12,1,21118.12
78557518,"2019-06-20 17:14:00",15280.0,DE,21153.90,1,21153.90
78558765,"2019-07-03 13:12:00",17312.0,DE,21169.98,3,7056.66
78573415,"2019-10-30 16:17:00",13607.0,DE,21174.25,1,21174.25
78578323,"2019-11-23 17:19:00",15743.0,DE,21198.38,4,5299.59
78538870,"2018-12-14 14:54:00",12829.0,DE,21236.47,2,10618.23
78546030,"2019-03-09 08:59:00",14013.0,DE,21266.20,3,7088.73
78541240,"2019-01-16 11:07:00",16206.0,DE,21291.26,4,5322.81
